order_date,星期,ext_product_name,天气,是否周末,是否促销,ext_qty,ext_price,销售额,ext_name_norm,mapped_product_name,match_type,qty,unit_price,line_total,product_name_snap
2024-03-28,周四,芝士奶盖,雨,False,False,18,18,324,芝士奶盖,芝士奶盖抹茶,keyword,18,18,324,芝士奶盖抹茶
2024-05-13,周一,杨枝甘露,晴,False,False,15,19,285,杨枝甘露,杨枝甘露奶茶,keyword,15,19,285,杨枝甘露奶茶
2024-05-14,周二,柠檬茶,雨,False,True,51,13,663,柠檬茶,百香果绿茶,keyword,51,13,663,百香果绿茶
2024-04-11,周四,抹茶拿铁,阴,False,False,24,11,264,抹茶拿铁,芝士奶盖抹茶,keyword,24,11,264,芝士奶盖抹茶
2024-04-08,周一,珍珠奶茶,晴,False,False,27,14,378,珍珠奶茶,黑糖珍珠奶茶,keyword,27,14,378,黑糖珍珠奶茶
2024-04-25,周四,水果茶,多云,False,False,22,10,220,水果茶,百香果绿茶,keyword,22,10,220,百香果绿茶
2024-05-20,周一,水果茶,雨,False,False,16,18,288,水果茶,百香果绿茶,keyword,16,18,288,百香果绿茶
2024-04-11,周四,可可奶茶,多云,False,True,40,19,760,可可奶茶,红丝绒可可奶茶,keyword,40,19,760,红丝绒可可奶茶
2024-03-12,周二,柠檬茶,雨,False,True,50,17,850,柠檬茶,百香果绿茶,keyword,50,17,850,百香果绿茶
2024-03-07,周四,可可奶茶,雨,False,True,46,12,552,可可奶茶,红丝绒可可奶茶,keyword,46,12,552,红丝绒可可奶茶
2024-05-01,周三,可可奶茶,阴,False,False,25,13,325,可可奶茶,红丝绒可可奶茶,keyword,25,13,325,红丝绒可可奶茶
2024-05-07,周二,柠檬茶,晴,False,False,23,15,345,柠檬茶,百香果绿茶,keyword,23,15,345,百香果绿茶
2024-05-13,周一,芋泥波波,阴,False,False,18,13,234,芋泥波波,芋泥波波奶茶,keyword,18,13,234,芋泥波波奶茶
2024-05-16,周四,珍珠奶茶,多云,False,False,28,15,420,珍珠奶茶,黑糖珍珠奶茶,keyword,28,15,420,黑糖珍珠奶茶
2024-04-26,周五,珍珠奶茶,多云,False,False,19,12,228,珍珠奶茶,黑糖珍珠奶茶,keyword,19,12,228,黑糖珍珠奶茶
2024-03-07,周四,柠檬茶,雨,False,False,20,14,280,柠檬茶,百香果绿茶,keyword,20,14,280,百香果绿茶
2024-03-03,周日,芝士奶盖,雪,True,False,39,18,702,芝士奶盖,芝士奶盖抹茶,keyword,39,18,702,芝士奶盖抹茶
2024-05-10,周五,抹茶拿铁,晴,False,False,-1,18,432,抹茶拿铁,芝士奶盖抹茶,keyword,1,18,18,芝士奶盖抹茶
2024-03-09,周六,水果茶,雨,True,False,33,14,462,水果茶,百香果绿茶,keyword,33,14,462,百香果绿茶
2024-05-23,周四,水果茶,阴,False,False,18,15,270,水果茶,百香果绿茶,keyword,18,15,270,百香果绿茶
2024-05-16,周四,可可奶茶,多云,False,True,999,10,370,可可奶茶,红丝绒可可奶茶,keyword,999,10,9990,红丝绒可可奶茶
2024-04-09,周二,芝士奶盖,阴,False,False,25,15,375,芝士奶盖,芝士奶盖抹茶,keyword,25,15,375,芝士奶盖抹茶
2024-04-19,周五,珍珠奶茶,多云,False,True,44,13,572,珍珠奶茶,黑糖珍珠奶茶,keyword,44,13,572,黑糖珍珠奶茶
2024-04-18,周四,可可奶茶,阴,False,False,19,16,304,可可奶茶,红丝绒可可奶茶,keyword,19,16,304,红丝绒可可奶茶
2024-05-17,周五,芝士奶盖,雪,False,True,46,19,874,芝士奶盖,芝士奶盖抹茶,keyword,46,19,874,芝士奶盖抹茶
2024-03-26,周二,杨枝甘露,雪,False,False,25,19,475,杨枝甘露,杨枝甘露奶茶,keyword,25,19,475,杨枝甘露奶茶
2024-05-12,周日,杨枝甘露,晴,True,False,36,19,684,杨枝甘露,杨枝甘露奶茶,keyword,36,19,684,杨枝甘露奶茶
2024-03-19,周二,珍珠奶茶,阴,False,False,24,15,360,珍珠奶茶,黑糖珍珠奶茶,keyword,24,15,360,黑糖珍珠奶茶
2024-05-17,周五,冰美式,雪,False,False,27,10,270,冰美式,金凤乌龙奶茶,keyword,27,10,270,金凤乌龙奶茶
2024-05-28,周二,抹茶拿铁,雪,False,False,21,20,420,抹茶拿铁,芝士奶盖抹茶,keyword,21,20,420,芝士奶盖抹茶
2024-04-19,周五,抹茶拿铁,多云,False,True,38,16,608,抹茶拿铁,芝士奶盖抹茶,keyword,38,16,608,芝士奶盖抹茶
2024-04-26,周五,冰美式,雨,False,False,28,16,448,冰美式,金凤乌龙奶茶,keyword,28,16,448,金凤乌龙奶茶
2024-03-06,周三,冰美式,雨,False,False,31,19,589,冰美式,金凤乌龙奶茶,keyword,31,19,589,金凤乌龙奶茶
2024-05-22,周三,珍珠奶茶,阴,False,False,13,13,169,珍珠奶茶,黑糖珍珠奶茶,keyword,13,13,169,黑糖珍珠奶茶
2024-04-20,周六,珍珠奶茶,阴,True,False,52,12,624,珍珠奶茶,黑糖珍珠奶茶,keyword,52,12,624,黑糖珍珠奶茶
2024-04-26,周五,水果茶,雨,False,False,25,14,350,水果茶,百香果绿茶,keyword,25,14,350,百香果绿茶
2024-03-07,周四,可可奶茶,阴,False,False,21,11,231,可可奶茶,红丝绒可可奶茶,keyword,21,11,231,红丝绒可可奶茶
2024-03-15,周五,杨枝甘露,阴,False,False,21,18,378,杨枝甘露,杨枝甘露奶茶,keyword,21,18,378,杨枝甘露奶茶
2024-05-15,周三,柠檬茶,晴,False,False,34,12,408,柠檬茶,百香果绿茶,keyword,34,12,408,百香果绿茶
2024-03-16,周六,芋泥波波,阴,True,False,29,18,522,芋泥波波,芋泥波波奶茶,keyword,29,18,522,芋泥波波奶茶
2024-05-05,周日,冰美式,阴,True,False,30,12,360,冰美式,金凤乌龙奶茶,keyword,30,12,360,金凤乌龙奶茶
2024-05-12,周日,杨枝甘露,多云,True,True,46,20,920,杨枝甘露,杨枝甘露奶茶,keyword,46,20,920,杨枝甘露奶茶
2024-04-02,周二,珍珠奶茶,阴,False,False,32,12,384,珍珠奶茶,黑糖珍珠奶茶,keyword,32,12,384,黑糖珍珠奶茶
2024-05-03,周五,柠檬茶,雪,False,False,23,16,368,柠檬茶,百香果绿茶,keyword,23,16,368,百香果绿茶
2024-05-16,周四,冰美式,多云,False,False,14,19,266,冰美式,金凤乌龙奶茶,keyword,14,19,266,金凤乌龙奶茶
2024-03-27,周三,珍珠奶茶,多云,False,True,30,13,390,珍珠奶茶,黑糖珍珠奶茶,keyword,30,13,390,黑糖珍珠奶茶
2024-05-25,周六,冰美式,雨,True,False,45,10,450,冰美式,金凤乌龙奶茶,keyword,45,10,450,金凤乌龙奶茶
2024-03-23,周六,杨枝甘露,雪,True,False,43,22,946,杨枝甘露,杨枝甘露奶茶,keyword,43,22,946,杨枝甘露奶茶
2024-03-23,周六,抹茶拿铁,雨,True,False,44,14,616,抹茶拿铁,芝士奶盖抹茶,keyword,44,14,616,芝士奶盖抹茶
2024-04-18,周四,芋泥波波,雪,False,True,42,11,462,芋泥波波,芋泥波波奶茶,keyword,42,11,462,芋泥波波奶茶
2024-04-05,周五,芝士奶盖,雪,False,False,26,19,494,芝士奶盖,芝士奶盖抹茶,keyword,26,19,494,芝士奶盖抹茶
2024-05-13,周一,可可奶茶,阴,False,False,21,14,294,可可奶茶,红丝绒可可奶茶,keyword,21,14,294,红丝绒可可奶茶
2024-05-03,周五,抹茶拿铁,雪,False,False,-1,13,247,抹茶拿铁,芝士奶盖抹茶,keyword,1,13,13,芝士奶盖抹茶
2024-04-29,周一,芋泥波波,雪,False,False,22,10,220,芋泥波波,芋泥波波奶茶,keyword,22,10,220,芋泥波波奶茶
2024-05-11,周六,柠檬茶,多云,True,False,29,11,319,柠檬茶,百香果绿茶,keyword,29,11,319,百香果绿茶
2024-05-04,周六,可可奶茶,晴,True,True,55,16,880,可可奶茶,红丝绒可可奶茶,keyword,55,16,880,红丝绒可可奶茶
2024-05-18,周六,珍珠奶茶,多云,True,False,35,15,525,珍珠奶茶,黑糖珍珠奶茶,keyword,35,15,525,黑糖珍珠奶茶
2024-03-05,周二,杨枝甘露,多云,False,False,33,20,660,杨枝甘露,杨枝甘露奶茶,keyword,33,20,660,杨枝甘露奶茶
2024-04-22,周一,珍珠奶茶,雪,False,False,24,12,288,珍珠奶茶,黑糖珍珠奶茶,keyword,24,12,288,黑糖珍珠奶茶
2024-05-27,周一,芝士奶盖,晴,False,False,25,10,250,芝士奶盖,芝士奶盖抹茶,keyword,25,10,250,芝士奶盖抹茶
2024-04-18,周四,可可奶茶,雪,False,False,17,19,323,可可奶茶,红丝绒可可奶茶,keyword,17,19,323,红丝绒可可奶茶
2024-04-09,周二,芝士奶盖,雨,False,False,18,13,234,芝士奶盖,芝士奶盖抹茶,keyword,18,13,234,芝士奶盖抹茶
2024-04-08,周一,柠檬茶,多云,False,True,32,11,352,柠檬茶,百香果绿茶,keyword,32,11,352,百香果绿茶
2024-03-04,周一,抹茶拿铁,多云,False,False,21,18,378,抹茶拿铁,芝士奶盖抹茶,keyword,21,18,378,芝士奶盖抹茶
2024-04-11,周四,杨枝甘露,雪,False,False,15,19,285,杨枝甘露,杨枝甘露奶茶,keyword,15,19,285,杨枝甘露奶茶
2024-04-28,周日,水果茶,晴,True,True,61,19,1159,水果茶,百香果绿茶,keyword,61,19,1159,百香果绿茶
2024-04-12,周五,抹茶拿铁,晴,False,False,0,14,294,抹茶拿铁,芝士奶盖抹茶,keyword,1,14,14,芝士奶盖抹茶
2024-05-21,周二,柠檬茶,多云,False,True,42,15,630,柠檬茶,百香果绿茶,keyword,42,15,630,百香果绿茶
2024-05-25,周六,芋泥波波,多云,True,True,44,19,836,芋泥波波,芋泥波波奶茶,keyword,44,19,836,芋泥波波奶茶
2024-03-14,周四,柠檬茶,雪,False,False,23,14,322,柠檬茶,百香果绿茶,keyword,23,14,322,百香果绿茶
2024-03-22,周五,芋泥波波,雪,False,False,27,17,459,芋泥波波,芋泥波波奶茶,keyword,27,17,459,芋泥波波奶茶
2024-03-04,周一,抹茶拿铁,晴,False,False,12,16,192,抹茶拿铁,芝士奶盖抹茶,keyword,12,16,192,芝士奶盖抹茶
2024-05-30,周四,冰美式,雪,False,False,29,13,377,冰美式,金凤乌龙奶茶,keyword,29,13,377,金凤乌龙奶茶
2024-05-25,周六,可可奶茶,阴,True,False,28,17,476,可可奶茶,红丝绒可可奶茶,keyword,28,17,476,红丝绒可可奶茶
2024-04-09,周二,抹茶拿铁,多云,False,False,27,19,513,抹茶拿铁,芝士奶盖抹茶,keyword,27,19,513,芝士奶盖抹茶
2024-04-16,周二,水果茶,雨,False,False,20,17,340,水果茶,百香果绿茶,keyword,20,17,340,百香果绿茶
2024-03-09,周六,抹茶拿铁,雨,True,False,30,14,420,抹茶拿铁,芝士奶盖抹茶,keyword,30,14,420,芝士奶盖抹茶
2024-05-17,周五,冰美式,雪,False,True,30,18,540,冰美式,金凤乌龙奶茶,keyword,30,18,540,金凤乌龙奶茶
2024-04-08,周一,可可奶茶,阴,False,False,27,19,513,可可奶茶,红丝绒可可奶茶,keyword,27,19,513,红丝绒可可奶茶
2024-03-21,周四,抹茶拿铁,晴,False,False,31,16,496,抹茶拿铁,芝士奶盖抹茶,keyword,31,16,496,芝士奶盖抹茶
2024-04-25,周四,冰美式,雪,False,False,22,20,440,冰美式,金凤乌龙奶茶,keyword,22,20,440,金凤乌龙奶茶
2024-05-31,周五,冰美式,晴,False,False,32,15,480,冰美式,金凤乌龙奶茶,keyword,32,15,480,金凤乌龙奶茶
2024-04-26,周五,杨枝甘露,阴,False,True,40,22,880,杨枝甘露,杨枝甘露奶茶,keyword,40,22,880,杨枝甘露奶茶
2024-04-18,周四,芝士奶盖,晴,False,True,46,20,920,芝士奶盖,芝士奶盖抹茶,keyword,46,20,920,芝士奶盖抹茶
2024-03-19,周二,杨枝甘露,雪,False,False,33,22,726,杨枝甘露,杨枝甘露奶茶,keyword,33,22,726,杨枝甘露奶茶
2024-03-27,周三,芝士奶盖,雪,False,False,29,14,406,芝士奶盖,芝士奶盖抹茶,keyword,29,14,406,芝士奶盖抹茶
2024-04-25,周四,芝士奶盖,雪,False,True,36,12,432,芝士奶盖,芝士奶盖抹茶,keyword,36,12,432,芝士奶盖抹茶
2024-03-08,周五,芝士奶盖,晴,False,False,16,11,176,芝士奶盖,芝士奶盖抹茶,keyword,16,11,176,芝士奶盖抹茶
2024-03-04,周一,柠檬茶,雪,False,False,28,16,448,柠檬茶,百香果绿茶,keyword,28,16,448,百香果绿茶
2024-04-25,周四,可可奶茶,多云,False,False,19,18,342,可可奶茶,红丝绒可可奶茶,keyword,19,18,342,红丝绒可可奶茶
2024-04-16,周二,水果茶,雨,False,False,24,12,288,水果茶,百香果绿茶,keyword,24,12,288,百香果绿茶
2024-03-10,周日,珍珠奶茶,阴,True,False,31,12,372,珍珠奶茶,黑糖珍珠奶茶,keyword,31,12,372,黑糖珍珠奶茶
2024-04-23,周二,抹茶拿铁,雪,False,True,47,18,846,抹茶拿铁,芝士奶盖抹茶,keyword,47,18,846,芝士奶盖抹茶
2024-04-19,周五,芝士奶盖,多云,False,False,17,19,323,芝士奶盖,芝士奶盖抹茶,keyword,17,19,323,芝士奶盖抹茶
2024-03-31,周日,可可奶茶,阴,True,False,-1,15,630,可可奶茶,红丝绒可可奶茶,keyword,1,15,15,红丝绒可可奶茶
2024-05-12,周日,抹茶拿铁,晴,True,False,37,12,444,抹茶拿铁,芝士奶盖抹茶,keyword,37,12,444,芝士奶盖抹茶
2024-05-24,周五,芋泥波波,雪,False,True,42,10,420,芋泥波波,芋泥波波奶茶,keyword,42,10,420,芋泥波波奶茶
2024-05-05,周日,抹茶拿铁,雨,True,False,47,14,658,抹茶拿铁,芝士奶盖抹茶,keyword,47,14,658,芝士奶盖抹茶
2024-05-28,周二,冰美式,雪,False,False,29,17,493,冰美式,金凤乌龙奶茶,keyword,29,17,493,金凤乌龙奶茶
2024-05-13,周一,珍珠奶茶,雪,False,True,37,13,481,珍珠奶茶,黑糖珍珠奶茶,keyword,37,13,481,黑糖珍珠奶茶
2024-05-17,周五,杨枝甘露,阴,False,False,16,20,320,杨枝甘露,杨枝甘露奶茶,keyword,16,20,320,杨枝甘露奶茶
2024-03-31,周日,抹茶拿铁,雪,True,False,35,11,385,抹茶拿铁,芝士奶盖抹茶,keyword,35,11,385,芝士奶盖抹茶
2024-05-16,周四,杨枝甘露,阴,False,False,28,21,588,杨枝甘露,杨枝甘露奶茶,keyword,28,21,588,杨枝甘露奶茶
2024-03-22,周五,柠檬茶,晴,False,False,22,10,220,柠檬茶,百香果绿茶,keyword,22,10,220,百香果绿茶
2024-04-21,周日,抹茶拿铁,阴,True,False,42,13,546,抹茶拿铁,芝士奶盖抹茶,keyword,42,13,546,芝士奶盖抹茶
2024-05-30,周四,水果茶,雨,False,True,41,14,574,水果茶,百香果绿茶,keyword,41,14,574,百香果绿茶
2024-04-27,周六,水果茶,雪,True,False,35,11,385,水果茶,百香果绿茶,keyword,35,11,385,百香果绿茶
2024-05-21,周二,芝士奶盖,雪,False,False,27,15,405,芝士奶盖,芝士奶盖抹茶,keyword,27,15,405,芝士奶盖抹茶
2024-03-25,周一,可可奶茶,多云,False,False,-1,20,400,可可奶茶,红丝绒可可奶茶,keyword,1,20,20,红丝绒可可奶茶
2024-03-02,周六,水果茶,雪,True,True,50,13,650,水果茶,百香果绿茶,keyword,50,13,650,百香果绿茶
2024-04-02,周二,柠檬茶,晴,False,False,11,19,209,柠檬茶,百香果绿茶,keyword,11,19,209,百香果绿茶
2024-03-28,周四,冰美式,晴,False,True,34,16,544,冰美式,金凤乌龙奶茶,keyword,34,16,544,金凤乌龙奶茶
2024-05-22,周三,冰美式,晴,False,False,19,14,266,冰美式,金凤乌龙奶茶,keyword,19,14,266,金凤乌龙奶茶
2024-03-10,周日,抹茶拿铁,阴,True,False,43,15,645,抹茶拿铁,芝士奶盖抹茶,keyword,43,15,645,芝士奶盖抹茶
2024-04-03,周三,杨枝甘露,晴,False,False,27,22,594,杨枝甘露,杨枝甘露奶茶,keyword,27,22,594,杨枝甘露奶茶
2024-05-22,周三,抹茶拿铁,多云,False,False,19,13,247,抹茶拿铁,芝士奶盖抹茶,keyword,19,13,247,芝士奶盖抹茶
2024-03-14,周四,抹茶拿铁,晴,False,True,38,14,532,抹茶拿铁,芝士奶盖抹茶,keyword,38,14,532,芝士奶盖抹茶
2024-03-03,周日,抹茶拿铁,晴,True,False,39,16,624,抹茶拿铁,芝士奶盖抹茶,keyword,39,16,624,芝士奶盖抹茶
2024-05-29,周三,芝士奶盖,雪,False,True,46,16,736,芝士奶盖,芝士奶盖抹茶,keyword,46,16,736,芝士奶盖抹茶
2024-03-09,周六,可可奶茶,晴,True,False,39,11,429,可可奶茶,红丝绒可可奶茶,keyword,39,11,429,红丝绒可可奶茶
2024-04-15,周一,芝士奶盖,阴,False,True,40,15,600,芝士奶盖,芝士奶盖抹茶,keyword,40,15,600,芝士奶盖抹茶
2024-04-13,周六,芋泥波波,雨,True,False,0,18,738,芋泥波波,芋泥波波奶茶,keyword,1,18,18,芋泥波波奶茶
2024-05-24,周五,柠檬茶,阴,False,False,29,15,435,柠檬茶,百香果绿茶,keyword,29,15,435,百香果绿茶
2024-05-20,周一,抹茶拿铁,多云,False,True,35,13,455,抹茶拿铁,芝士奶盖抹茶,keyword,35,13,455,芝士奶盖抹茶
2024-03-09,周六,可可奶茶,雨,True,False,-1,10,520,可可奶茶,红丝绒可可奶茶,keyword,1,10,10,红丝绒可可奶茶
2024-04-13,周六,珍珠奶茶,晴,True,False,47,15,705,珍珠奶茶,黑糖珍珠奶茶,keyword,47,15,705,黑糖珍珠奶茶
2024-05-08,周三,杨枝甘露,晴,False,True,36,18,648,杨枝甘露,杨枝甘露奶茶,keyword,36,18,648,杨枝甘露奶茶
2024-05-19,周日,珍珠奶茶,多云,True,True,52,14,728,珍珠奶茶,黑糖珍珠奶茶,keyword,52,14,728,黑糖珍珠奶茶
2024-03-13,周三,抹茶拿铁,雪,False,True,27,17,459,抹茶拿铁,芝士奶盖抹茶,keyword,27,17,459,芝士奶盖抹茶
2024-05-18,周六,柠檬茶,多云,True,False,37,16,592,柠檬茶,百香果绿茶,keyword,37,16,592,百香果绿茶
2024-05-27,周一,冰美式,雨,False,False,17,10,170,冰美式,金凤乌龙奶茶,keyword,17,10,170,金凤乌龙奶茶
2024-04-12,周五,芋泥波波,雨,False,True,31,15,465,芋泥波波,芋泥波波奶茶,keyword,31,15,465,芋泥波波奶茶
2024-04-26,周五,柠檬茶,多云,False,True,40,16,640,柠檬茶,百香果绿茶,keyword,40,16,640,百香果绿茶
2024-03-03,周日,抹茶拿铁,晴,True,True,48,19,912,抹茶拿铁,芝士奶盖抹茶,keyword,48,19,912,芝士奶盖抹茶
2024-04-23,周二,抹茶拿铁,多云,False,True,36,17,612,抹茶拿铁,芝士奶盖抹茶,keyword,36,17,612,芝士奶盖抹茶
2024-03-23,周六,冰美式,雪,True,True,52,11,572,冰美式,金凤乌龙奶茶,keyword,52,11,572,金凤乌龙奶茶
2024-04-08,周一,芝士奶盖,晴,False,False,26,11,286,芝士奶盖,芝士奶盖抹茶,keyword,26,11,286,芝士奶盖抹茶
2024-03-13,周三,冰美式,雪,False,False,28,20,560,冰美式,金凤乌龙奶茶,keyword,28,20,560,金凤乌龙奶茶
2024-04-05,周五,珍珠奶茶,晴,False,False,26,15,390,珍珠奶茶,黑糖珍珠奶茶,keyword,26,15,390,黑糖珍珠奶茶
2024-03-21,周四,珍珠奶茶,雨,False,False,17,14,238,珍珠奶茶,黑糖珍珠奶茶,keyword,17,14,238,黑糖珍珠奶茶
2024-04-28,周日,珍珠奶茶,晴,True,False,30,13,390,珍珠奶茶,黑糖珍珠奶茶,keyword,30,13,390,黑糖珍珠奶茶
2024-05-02,周四,可可奶茶,晴,False,False,20,19,380,可可奶茶,红丝绒可可奶茶,keyword,20,19,380,红丝绒可可奶茶
2024-04-23,周二,柠檬茶,多云,False,False,25,13,325,柠檬茶,百香果绿茶,keyword,25,13,325,百香果绿茶
2024-04-22,周一,柠檬茶,多云,False,True,48,10,480,柠檬茶,百香果绿茶,keyword,48,10,480,百香果绿茶
2024-03-19,周二,柠檬茶,多云,False,False,26,17,442,柠檬茶,百香果绿茶,keyword,26,17,442,百香果绿茶
2024-05-20,周一,芝士奶盖,多云,False,False,18,19,342,芝士奶盖,芝士奶盖抹茶,keyword,18,19,342,芝士奶盖抹茶
2024-03-18,周一,芋泥波波,阴,False,False,29,13,377,芋泥波波,芋泥波波奶茶,keyword,29,13,377,芋泥波波奶茶
2024-05-17,周五,杨枝甘露,雪,False,False,18,18,324,杨枝甘露,杨枝甘露奶茶,keyword,18,18,324,杨枝甘露奶茶
2024-05-06,周一,抹茶拿铁,雪,False,False,0,14,322,抹茶拿铁,芝士奶盖抹茶,keyword,1,14,14,芝士奶盖抹茶
2024-04-01,周一,柠檬茶,阴,False,False,29,12,348,柠檬茶,百香果绿茶,keyword,29,12,348,百香果绿茶
2024-03-01,周五,水果茶,晴,False,False,19,10,190,水果茶,百香果绿茶,keyword,19,10,190,百香果绿茶
2024-04-20,周六,抹茶拿铁,阴,True,False,29,18,522,抹茶拿铁,芝士奶盖抹茶,keyword,29,18,522,芝士奶盖抹茶
2024-05-28,周二,水果茶,多云,False,False,19,20,380,水果茶,百香果绿茶,keyword,19,20,380,百香果绿茶
2024-03-03,周日,抹茶拿铁,多云,True,False,0,19,817,抹茶拿铁,芝士奶盖抹茶,keyword,1,19,19,芝士奶盖抹茶
2024-04-29,周一,杨枝甘露,多云,False,False,27,21,567,杨枝甘露,杨枝甘露奶茶,keyword,27,21,567,杨枝甘露奶茶
2024-03-01,周五,芋泥波波,雨,False,False,26,16,416,芋泥波波,芋泥波波奶茶,keyword,26,16,416,芋泥波波奶茶
2024-05-29,周三,冰美式,晴,False,False,21,10,210,冰美式,金凤乌龙奶茶,keyword,21,10,210,金凤乌龙奶茶
2024-05-26,周日,芝士奶盖,晴,True,False,0,19,627,芝士奶盖,芝士奶盖抹茶,keyword,1,19,19,芝士奶盖抹茶
2024-03-23,周六,可可奶茶,雪,True,False,30,12,360,可可奶茶,红丝绒可可奶茶,keyword,30,12,360,红丝绒可可奶茶
2024-03-31,周日,可可奶茶,阴,True,False,37,13,481,可可奶茶,红丝绒可可奶茶,keyword,37,13,481,红丝绒可可奶茶
2024-03-29,周五,芝士奶盖,雨,False,False,27,14,378,芝士奶盖,芝士奶盖抹茶,keyword,27,14,378,芝士奶盖抹茶
2024-04-17,周三,芝士奶盖,阴,False,False,25,17,425,芝士奶盖,芝士奶盖抹茶,keyword,25,17,425,芝士奶盖抹茶
2024-05-26,周日,可可奶茶,阴,True,False,44,11,484,可可奶茶,红丝绒可可奶茶,keyword,44,11,484,红丝绒可可奶茶
2024-04-28,周日,芋泥波波,阴,True,False,31,11,341,芋泥波波,芋泥波波奶茶,keyword,31,11,341,芋泥波波奶茶
2024-04-05,周五,芋泥波波,阴,False,True,0,20,700,芋泥波波,芋泥波波奶茶,keyword,1,20,20,芋泥波波奶茶
2024-05-27,周一,可可奶茶,阴,False,False,-1,20,420,可可奶茶,红丝绒可可奶茶,keyword,1,20,20,红丝绒可可奶茶
2024-03-09,周六,珍珠奶茶,雪,True,False,38,14,532,珍珠奶茶,黑糖珍珠奶茶,keyword,38,14,532,黑糖珍珠奶茶
2024-04-11,周四,抹茶拿铁,阴,False,False,26,14,364,抹茶拿铁,芝士奶盖抹茶,keyword,26,14,364,芝士奶盖抹茶
2024-04-03,周三,柠檬茶,雨,False,False,34,12,408,柠檬茶,百香果绿茶,keyword,34,12,408,百香果绿茶
2024-04-28,周日,杨枝甘露,多云,True,False,48,19,912,杨枝甘露,杨枝甘露奶茶,keyword,48,19,912,杨枝甘露奶茶
2024-05-30,周四,杨枝甘露,多云,False,True,39,19,741,杨枝甘露,杨枝甘露奶茶,keyword,39,19,741,杨枝甘露奶茶
2024-04-17,周三,杨枝甘露,雪,False,False,26,20,520,杨枝甘露,杨枝甘露奶茶,keyword,26,20,520,杨枝甘露奶茶
2024-03-19,周二,芝士奶盖,雪,False,False,32,14,448,芝士奶盖,芝士奶盖抹茶,keyword,32,14,448,芝士奶盖抹茶
2024-03-04,周一,水果茶,多云,False,False,999,12,360,水果茶,百香果绿茶,keyword,999,12,11988,百香果绿茶
2024-05-09,周四,可可奶茶,雨,False,False,24,19,456,可可奶茶,红丝绒可可奶茶,keyword,24,19,456,红丝绒可可奶茶
2024-05-12,周日,抹茶拿铁,晴,True,False,35,12,420,抹茶拿铁,芝士奶盖抹茶,keyword,35,12,420,芝士奶盖抹茶
2024-04-11,周四,珍珠奶茶,雪,False,False,999,13,260,珍珠奶茶,黑糖珍珠奶茶,keyword,999,13,12987,黑糖珍珠奶茶
2024-04-27,周六,芋泥波波,阴,True,True,65,19,1235,芋泥波波,芋泥波波奶茶,keyword,65,19,1235,芋泥波波奶茶
2024-03-08,周五,芝士奶盖,多云,False,False,28,15,420,芝士奶盖,芝士奶盖抹茶,keyword,28,15,420,芝士奶盖抹茶
2024-04-26,周五,水果茶,雨,False,True,46,12,552,水果茶,百香果绿茶,keyword,46,12,552,百香果绿茶
2024-05-16,周四,芋泥波波,多云,False,False,22,15,330,芋泥波波,芋泥波波奶茶,keyword,22,15,330,芋泥波波奶茶
2024-05-15,周三,水果茶,晴,False,False,16,16,256,水果茶,百香果绿茶,keyword,16,16,256,百香果绿茶
2024-04-29,周一,冰美式,多云,False,True,34,18,612,冰美式,金凤乌龙奶茶,keyword,34,18,612,金凤乌龙奶茶
2024-04-08,周一,冰美式,阴,False,False,-1,13,338,冰美式,金凤乌龙奶茶,keyword,1,13,13,金凤乌龙奶茶
2024-05-28,周二,柠檬茶,晴,False,False,17,11,187,柠檬茶,百香果绿茶,keyword,17,11,187,百香果绿茶
2024-04-16,周二,冰美式,雪,False,False,29,20,580,冰美式,金凤乌龙奶茶,keyword,29,20,580,金凤乌龙奶茶
2024-05-28,周二,芋泥波波,雪,False,False,21,14,294,芋泥波波,芋泥波波奶茶,keyword,21,14,294,芋泥波波奶茶
2024-03-08,周五,杨枝甘露,阴,False,False,22,20,440,杨枝甘露,杨枝甘露奶茶,keyword,22,20,440,杨枝甘露奶茶
2024-04-04,周四,芝士奶盖,雨,False,True,45,20,900,芝士奶盖,芝士奶盖抹茶,keyword,45,20,900,芝士奶盖抹茶
2024-05-05,周日,柠檬茶,多云,True,False,54,12,648,柠檬茶,百香果绿茶,keyword,54,12,648,百香果绿茶
2024-04-06,周六,芝士奶盖,阴,True,False,42,11,462,芝士奶盖,芝士奶盖抹茶,keyword,42,11,462,芝士奶盖抹茶
2024-05-04,周六,柠檬茶,雪,True,False,39,18,702,柠檬茶,百香果绿茶,keyword,39,18,702,百香果绿茶
2024-05-29,周三,芋泥波波,阴,False,False,24,12,288,芋泥波波,芋泥波波奶茶,keyword,24,12,288,芋泥波波奶茶
2024-05-01,周三,芝士奶盖,雨,False,True,45,18,810,芝士奶盖,芝士奶盖抹茶,keyword,45,18,810,芝士奶盖抹茶
2024-04-13,周六,杨枝甘露,晴,True,False,35,19,665,杨枝甘露,杨枝甘露奶茶,keyword,35,19,665,杨枝甘露奶茶
2024-05-28,周二,杨枝甘露,雨,False,True,30,21,630,杨枝甘露,杨枝甘露奶茶,keyword,30,21,630,杨枝甘露奶茶
2024-03-15,周五,芋泥波波,阴,False,False,10,13,130,芋泥波波,芋泥波波奶茶,keyword,10,13,130,芋泥波波奶茶
2024-05-24,周五,可可奶茶,阴,False,True,25,11,275,可可奶茶,红丝绒可可奶茶,keyword,25,11,275,红丝绒可可奶茶
